Date,RGDP,HICP,M1,M3,LNFC,LHH,LNFPS,LRNFCSPR,LRHHSPR,LRNFPSSPR,CRSPR,YC3M,YC1Y,YC2Y,YC3Y,YC2YW,YCEONIA,EATEDSPR,STP,USDEUROXRATE,NEER,VSTOXX,FCIBME,FCIVAR,FCIIPA,FCIBBG,FCIGS,CISS,CISSnew,OILPUSD,GAPPEURUSD,RAWMATPUSD,IP,UR,EMPL,RETTRADE,EUROCOIN,ESI,INDCONF,CSTRCONF,STOASSESS,BCI,CONCONF,RETCONF,SERVCONF,PMIMAN,PMICOMP
Apr-08,879528,91,165.7,166.3,4569085.4,5178872.8,9747958.1,0.9,0.8,0.8,0.9,-0.5,-0.5,0.4,0.4,0.5,0.3,1.1,359.6,1.6,120.7,23.2,-1.718,-3.726,-0.834,-2.879,-1.18,0.479,0.437,108.758,12.19,93.896,110.1,7.449,146216.509,101.9,0.129,99.3,-0.625,-8.758,7.801,0.665,-14.767,-8.226,7.528,51.88,51.942
May-08,862556,91.5,166.3,167.6,4598569.3,5195496.2,9794065.5,0.9,0.8,0.8,1,-0.4,-0.6,0.3,0.3,0.4,0.4,1,367.1,1.6,119.9,20.2,-1.971,-3.728,-0.838,-2.318,-1.26,0.385,0.249,122.633,12.38,94.569,106.8,7.488,146128.137,102,0.075,98.5,-1.686,-9.129,7.538,0.653,-16.144,-6.261,7.994,51.867,51.05
Jun-08,864806,91.9,166.4,168.1,4641343.2,5214692.9,9856036,0.9,0.7,0.8,1.2,-0.1,-0.6,0.1,0.1,0.2,0.8,0.8,340.2,1.6,119.7,23.2,-3.126,-4.212,-0.99,-2.183,-1.71,0.46,0.381,131.521,12.63,95.741,107,7.57,146100.535,100.9,-0.006,94.4,-4.068,-11.086,9.236,0.41,-19.627,-9.609,5.082,49.619,49.303
Jul-08,862482,92.2,165.1,169.3,4677379.4,5233350.9,9910730.3,0.9,0.9,0.9,1.1,-0.1,-0.6,0.2,0.2,0.2,0.6,0.7,311.9,1.6,119.9,25.9,-2.966,-3.679,-0.933,-2.238,-1.58,0.417,0.321,132.825,14.37,96.024,106.1,7.564,146140.68,100.5,-0.191,91.4,-6.356,-13.524,9.221,0.158,-21.548,-14.962,1.65,46.746,47.755
Aug-08,864807,92,164.6,169.7,4712970.4,5248778.3,9961748.7,0.9,1,1,1.1,-0.5,-0.8,0.2,0.2,0.3,0.2,0.7,316.1,1.5,117.1,22.7,-2.633,-2.946,-0.831,-2.166,-1.41,0.368,0.354,114.567,14.64,91.949,105.6,7.651,146076.503,100.9,-0.439,89.6,-8.337,-14.816,10.417,0.01,-19.653,-14.07,-3.116,47.648,48.166
Sep-08,866157,92.1,167.2,171,4741133.1,5265401.9,10006535.1,1,0.9,1,1.5,-0.5,-0.9,0.4,0.4,0.4,0.2,1.1,301.3,1.4,115.8,30.9,-3.136,-2.66,-0.848,-7.333,-1.69,0.51,0.524,99.657,14.85,91.928,104.8,7.742,145996.313,101.8,-0.712,88.7,-11.077,-17.919,11.866,-0.394,-18.397,-12.509,-3.555,44.073,46.878
Oct-08,862021,92,170.6,173.3,4775931.3,5275982.3,10051913.6,0.9,0.8,0.9,2.1,-0.7,-0.8,1.1,0.9,1.1,0.5,3.1,241.5,1.3,113.2,63.3,-3.158,-1.127,-0.859,-10.024,-1.63,0.734,0.856,72.693,15.93,84.764,102.3,7.885,145875.375,100.6,-1.046,82.6,-17.472,-22.195,14.165,-0.878,-20.856,-17.13,-8.05,39.773,43.614
Nov-08,847831,91.6,170.3,173.6,4802569.5,5282609.9,10085179.5,1.2,1.6,1.4,2.2,0,-0.2,1.4,1.2,1.4,0.9,2.4,225,1.3,112.6,60.6,-3.13,-1.131,-0.806,-8.793,-1.68,0.778,0.915,53.973,15.81,83.099,98.5,8.105,145374.039,100.9,-1.422,77.7,-25.645,-25.412,17.15,-1.668,-20.561,-17.695,-11.215,32.568,38.923
Dec-08,837072,91.2,171.7,174.3,4814090.2,5289740.1,10103830.3,1.6,2.2,1.9,2.1,0.6,0.4,1.3,1,1.2,1.2,1.9,219,1.3,118.5,50,-3.438,-3.673,-1.005,-7.385,-2.21,0.7,0.914,41.339,15.5,79.699,94.9,8.366,144818.983,100.7,-1.828,71.2,-32.954,-27.225,21.652,-2.362,-21.79,-24.933,-16.485,31.216,38.18
Jan-09,826374,91.3,174.2,173.2,4830091.7,5294418.4,10124510.2,1.8,2.8,2.3,1.8,1.6,1.5,2,1.5,1.8,2,1.4,215.5,1.3,118.6,46.5,-3.369,-2.096,-0.903,-4.601,-2.08,0.719,0.881,43.855,13.89,80.671,91,8.766,144092.498,99.6,-2.049,71.6,-32.361,-30.614,19.421,-2.498,-21.417,-21.927,-18.39,31.352,38.291
Feb-09,821764,91.4,175.9,173.8,4827323.4,5299136.7,10126460.1,1.9,3,2.5,2,2.3,2.1,2.4,1.9,2.2,2.7,1,200.4,1.3,117.6,45.1,-3.986,-2.315,-0.92,-4.665,-2.36,0.734,0.855,41.844,11.04,80.223,89,9.062,143601.015,98.6,-2.045,69.4,-35.641,-31.987,20.649,-3.062,-22.399,-21.071,-19.917,30.792,36.217
Mar-09,819405,91.3,176.8,173.3,4819698.4,5304472.4,10124170.9,2,3.1,2.6,1.9,2.5,2.2,2.4,1.9,2.2,2.8,1,184.6,1.3,120.2,44.2,-3.785,-3.04,-0.935,-4.446,-2.38,0.772,0.828,46.645,10.9,78.977,87.8,9.359,143162.018,98.2,-1.827,68.6,-36.795,-33.371,21.542,-3.249,-22.259,-17.762,-22.806,33.417,38.252
Apr-09,815023,91.457,179.39,174.256,4820489.201,5309219.612,10129708.81,1.904,3.154,2.559,1.613,2.666,2.317,2.38,1.891,2.176,3.004,0.733,209.292,1.319,118.932,39.308,-2.694,-2.183,-0.685,-2.938,-1.84,0.679,0.746,50.278,8.51,80.485,86.6,9.519,142708.833,99.4,-1.52,70.9,-33.565,-34.789,19.899,-3.151,-19.867,-21.422,-22.375,36.219,41.062
May-09,826065,91.518,180.242,174.049,4815113.761,5316662.973,10131776.73,1.99,3.214,2.632,1.177,2.852,2.49,2.59,2.022,2.417,3.158,0.609,225.735,1.365,119.428,34.491,-2.668,-2.983,-0.628,-1.808,-1.96,0.598,0.593,58.154,8.09,83.843,88.7,9.61,142564.187,98.4,-1.151,74.8,-31.061,-34.113,17.024,-3.113,-18.623,-14.333,-18.716,42.6,44.027
Jun-09,826308,91.773,182.357,174.212,4786947.345,5326128.722,10113076.07,2.036,3.206,2.652,0.946,3.096,2.713,2.653,2.091,2.451,3.405,0.529,226.701,1.402,120.613,31.244,-2.787,-2.9,-0.6,-1.967,-1.84,0.628,0.541,69.15,7.95,81.435,89.2,9.703,142188.01,98,-0.769,77.3,-28.709,-34.364,15.5,-2.974,-17.367,-16.509,-16.499,44.507,44.599
Jul-09,823760,91.614,184.762,174.366,4769878.154,5333242.445,10103120.6,2.095,3.43,2.8,0.659,3.114,2.677,2.707,2.113,2.518,3.53,0.586,228.012,1.409,120.465,29.364,-1.972,-2.46,-0.42,-1.637,-1.46,0.578,0.54,64.667,6.67,79.581,89.4,9.783,141925.371,98.6,-0.384,80.2,-26.026,-33.378,13.429,-2.768,-15.621,-14.188,-14.547,49.396,47.018
Aug-09,821334,91.85,186.163,173.548,4766698.18,5341957.457,10108655.64,2.117,3.529,2.863,0.578,3.03,2.556,2.464,1.884,2.313,3.382,0.526,250.717,1.427,120.559,28.213,-1.651,-2.709,-0.273,-1.487,-1.37,0.478,0.395,71.63,6.92,81.765,89.5,9.84,141805.302,97.9,-0.023,84.9,-21.989,-31.487,11.525,-2.366,-14.329,-12.039,-8.504,51.259,50.401
Sep-09,831944,91.789,188.558,174.172,4750401.642,5353735.602,10104137.25,2.096,3.532,2.857,0.497,3.095,2.606,2.591,2.067,2.451,3.343,0.434,263.961,1.456,121.948,27.099,-1.415,-2.971,-0.216,-1.048,-1.33,0.383,0.223,68.346,7.13,83.396,91.6,10.011,141517.578,98.5,0.297,87.3,-20.051,-30.277,9.284,-2.232,-12.648,-12.297,-6.61,51.669,51.149
Oct-09,830273,91.805,190.558,173.748,4737118.058,5362845.809,10099963.87,2.151,3.511,2.873,0.496,3.066,2.561,2.415,1.934,2.299,3.291,0.372,268.725,1.482,122.944,26.769,-1.856,-3.242,-0.23,-1.085,-1.45,0.412,0.296,74.081,7.6,85.726,91.3,10.077,141603.433,98.6,0.504,89.6,-17.296,-30.176,7.673,-2.006,-11.617,-12.468,-5.733,53.871,53.041
Nov-09,829801,92.004,191.444,173.226,4725541.094,5375766.109,10101307.2,2.215,3.461,2.878,0.41,3.121,2.606,2.499,1.978,2.366,3.305,0.315,265.433,1.491,122.882,27.302,-1.78,-3.399,-0.179,-0.955,-1.45,0.374,0.387,77.552,7.81,88.334,91.5,10.145,141528.835,98.3,0.555,90.8,-16.332,-29.275,7.432,-1.921,-11.556,-10.289,-3.934,54.817,53.676
Dec-09,828361,92.037,192.749,173.741,4718752.052,5386402.273,10105154.33,2.139,3.389,2.805,0.351,3.16,2.629,2.491,2.029,2.324,3.306,0.375,270.06,1.461,121.64,24.882,-1.27,-2.57,-0.008,-0.641,-1.17,0.345,0.321,74.882,8.01,88.999,91.5,10.173,141575.185,99.8,0.499,92.5,-14.886,-29.895,5.797,-1.746,-11.212,-9.907,-1.754,55.08,54.151
Jan-10,834080,92.304,194.675,173.384,4706704.833,5397283.261,10103988.1,2.1,3.444,2.818,0.236,3.421,2.869,2.599,2.092,2.383,3.388,0.39,273.518,1.427,119.002,23.933,-1.328,-1.736,0.065,-0.776,-1.08,0.284,0.184,77.121,8.8,90.505,93.1,10.242,141769.933,98.3,0.428,93.6,-13.244,-30.126,4.997,-1.536,-11.877,-7.001,-0.163,55.973,53.745
Feb-10,828586,92.337,195.583,173.184,4709965.802,5406284.512,10116250.31,2.108,3.426,2.812,0.198,3.445,2.882,2.483,2.085,2.331,3.359,0.377,257.025,1.369,116.01,26.818,-1.228,-1.057,-0.025,-0.722,-0.99,0.307,0.243,74.763,8.8,90.006,92.6,10.281,141732.109,98.8,0.222,93.1,-12.534,-30.88,4.439,-1.416,-13.76,-9.083,0.132,56.951,53.65
Mar-10,835739,92.649,196.123,173.143,4705995.66,5418545.049,10124540.71,2.109,3.365,2.781,0.193,3.34,2.77,2.59,2.171,2.418,3.256,0.374,272.647,1.357,114.85,21.355,-0.653,-0.609,-0.03,-0.241,-0.71,0.235,0.186,79.298,8.93,91.689,94.3,10.272,141689.892,99.9,0.208,95,-9.689,-27.885,2.189,-1.157,-13.976,-9.074,0.855,59.83,55.871
Apr-10,835465,92.963,198.253,173.853,4699012.837,5428000.429,10127013.27,2.116,3.375,2.791,0.264,3.509,2.928,2.411,2.19,2.286,3.273,0.433,278.621,1.341,113.081,23.424,-0.759,-0.172,-0.04,-0.453,-0.71,0.232,0.164,84.183,7.52,96.869,94.7,10.346,141668.688,99.2,0.155,98.4,-6.798,-27.511,1.843,-0.735,-12.826,-3.422,5.441,61.216,57.346
May-10,843385,93.014,198.683,173.797,4710279.219,5435764.335,10146043.55,2.059,3.27,2.708,0.486,2.996,2.433,1.843,1.715,2.156,3.156,0.5,252.695,1.257,109.448,38.987,-0.896,1.076,-0.079,-1.231,-0.6,0.401,0.479,75.618,7.27,96.686,96.5,10.317,141527.585,99.5,0.168,96.8,-5.448,-28.432,2.365,-0.508,-16.105,-5.995,3.16,56.776,56.358
Jun-10,843636,93.086,199.484,174.374,4702694.196,5444864.567,10147558.76,2.115,3.159,2.675,0.477,2.962,2.408,1.875,1.672,2.131,3.199,0.572,253.19,1.221,107.235,32.392,-0.975,1.442,-0.062,-1.388,-0.56,0.363,0.534,74.725,7.74,97.215,96.6,10.286,141401.074,99.4,0.348,96.7,-4.786,-29.24,1.138,-0.348,-16.769,-6.37,3.197,57.224,56.042
Jul-10,842233,93.223,199.956,174.52,4706092.186,5454458.537,10160550.72,2.03,3.028,2.565,0.365,2.765,2.24,1.82,1.343,2.034,3.044,0.601,255.117,1.277,109.57,28.751,-0.834,0.46,-0.087,-1.239,-0.62,0.359,0.397,74.579,8.04,96.592,96.2,10.223,141411.286,99.5,0.348,98.8,-2.717,-28.436,0.331,-0.076,-14.688,-5.799,5.215,58.727,56.7
Aug-10,846055,93.307,200.476,175.07,4713203.299,5464471.154,10177674.45,2.045,3.029,2.574,0.6,2.542,2.016,1.748,1.229,1.895,2.836,0.659,258.87,1.289,109.282,28.203,-0.811,1.283,-0.027,-1.341,-0.41,0.323,0.376,75.826,8.45,99.278,97,10.183,141358.411,98.9,0.276,100.2,-1.579,-27.03,0.993,0.127,-12.281,-4.044,5.437,57.07,56.247
Sep-10,845189,93.409,200.079,175.439,4725083.623,5470880.782,10195964.41,2.061,2.987,2.558,0.537,2.613,2.073,1.665,1.304,1.849,2.863,0.598,264.632,1.307,109.688,24.715,-0.951,-0.055,-0.117,-0.751,-0.71,0.352,0.416,76.116,8.28,102.162,97.2,10.201,141452.67,99.3,0.289,101.1,-0.942,-25.084,1.342,0.187,-12.126,-2.629,7.041,53.991,54.057
Oct-10,846247,93.571,200.215,175.555,4726791.53,5481131.196,10207922.73,2.012,2.815,2.443,0.431,2.333,1.835,1.729,1.231,1.789,2.582,0.484,271.331,1.39,113.629,23.018,-0.88,-0.46,-0.156,-0.589,-0.81,0.29,0.29,81.719,8.29,107.458,98,10.243,141512.985,99.2,0.277,101.5,0.452,-25.186,1.319,0.37,-12.585,-1.763,7.205,54.675,53.761
Nov-10,849527,93.757,200.378,175.663,4737542.221,5493621.222,10231163.44,2.031,2.79,2.439,0.413,2.679,2.18,1.715,1.169,1.804,3.07,0.482,272.23,1.366,112.327,24.688,-0.886,0.739,-0.203,-1.41,-0.81,0.275,0.279,84.534,8.59,113.964,98.9,10.167,141646.396,99.3,0.337,102.1,0.399,-25.04,1.268,0.323,-11.35,-2.687,7.48,55.788,55.535
Dec-10,853390,94.066,201.306,175.834,4742542,5507595,10250137,2.108,2.787,2.473,0.284,3.048,2.544,1.842,1.317,2.068,3.585,0.656,276.51,1.322,109.813,21.654,-0.524,0.621,-0.213,-1.379,-0.79,0.239,0.346,90.006,8.74,117.576,99.6,10.167,141705.983,99.6,0.437,102.8,2.339,-25.578,0.526,0.529,-12.533,2.339,7.302,58.409,55.524
Jan-11,852276,94.539,201.478,175.885,4757327.388,5516699.671,10274027.06,2.114,2.917,2.545,0.391,2.922,2.389,1.658,0.995,2.333,3.463,0.579,282.81,1.336,109.831,22.089,-0.691,-0.218,-0.262,-0.574,-0.85,0.205,0.238,92.691,9.61,124.472,99.1,10.133,141663.381,98.7,0.504,102.7,3.347,-24.387,0.193,0.722,-13.508,-0.066,6.984,59.355,57.001
Feb-11,858879,94.747,201.626,175.988,4764107.873,5526689.496,10290797.37,2.171,2.95,2.589,0.45,3.392,2.765,2.021,1.288,2.273,3.52,0.498,292.278,1.365,111.21,21.438,-0.615,-0.254,-0.265,-0.599,-0.79,0.15,0.162,97.914,9.36,134.226,100.1,10.093,141882.331,99.6,0.582,103.1,3.159,-23.707,1.006,0.731,-12.869,-0.309,8.469,61.404,58.203
Mar-11,859812,95.087,202.027,176.273,4769349.676,5534000.681,10303350.36,2.11,2.947,2.56,0.455,3.315,2.567,1.681,0.776,2.036,3.63,0.503,281.926,1.4,112.996,24.981,-1.123,-1.001,-0.433,-0.41,-1.12,0.178,0.206,108.645,9.37,131.995,100.2,10.074,142122.139,98.3,0.63,102.8,3.812,-23.066,-0.084,0.855,-13.514,-1.973,7.103,58.462,57.564
Apr-11,857288,95.427,201.66,176.446,4767535.635,5543248.33,10310783.97,2.131,2.872,2.53,0.431,3.339,2.575,1.358,0.597,1.941,3.445,0.524,287.514,1.444,114.762,20.221,-1.118,-1.593,-0.428,-0.333,-1.18,0.176,0.27,116.243,10.36,134.555,99.8,9.989,142232.071,99.6,0.595,102.2,3.613,-22.007,0.504,0.888,-14.647,-1.97,7.396,60.163,57.801
May-11,860046,95.481,201.49,176.399,4777422.285,5554010.829,10331433.11,2.017,2.872,2.477,0.435,2.944,2.222,0.796,-0.069,1.836,3.294,0.538,284.016,1.435,113.895,21.936,-1.119,-0.865,-0.422,-0.785,-1.1,0.169,0.262,108.069,10.3,125.99,100.4,10.05,142277.304,97.6,0.527,101.6,2.122,-20.989,0.307,0.75,-14.677,-2.481,8.198,55.226,55.753
Jun-11,852986,95.5,202.15,176.565,4800130.848,5558356.322,10358487.17,2.045,2.806,2.453,0.456,2.89,2.234,0.824,-0.295,1.92,3.225,0.425,272.889,1.439,114.056,23.806,-1.314,-1.126,-0.499,-0.754,-1.27,0.185,0.293,105.845,10.26,124.372,99,10.085,142293.078,98.5,0.386,101.4,1.436,-20.757,1.529,0.726,-14.149,-4.922,8.599,52.495,53.332
Jul-11,859010,95.726,202.331,176.751,4797620.866,5560922.112,10358542.98,1.997,2.717,2.384,0.477,3.006,2.421,0.468,-0.469,1.769,3.461,0.635,270.454,1.426,113.002,24.887,-1.397,-0.38,-0.481,-2.228,-1.22,0.294,0.387,107.917,10.99,121.194,100,10.183,142172.704,98.9,0.233,99.8,-0.648,-21.045,3.824,0.542,-14.042,-5.955,7.299,50.2,51.149
Aug-11,860059,95.876,203.788,178.058,4801792.686,5564771.975,10366564.66,2.05,2.802,2.454,0.683,2.656,2.111,0.001,-0.244,1.897,3.09,0.679,226.872,1.434,113.435,40.812,-2.093,-0.764,-0.511,-3.62,-1.53,0.458,0.578,100.486,10.81,121.315,100.1,10.267,141834.306,98.5,-0.019,96.7,-2.933,-20.245,5.731,0.314,-16.632,-9.435,5.122,48.868,50.669
Sep-11,854999,96.092,203.815,178.43,4815757.617,5569549.492,10385307.11,2.071,2.757,2.439,1.043,2.502,1.971,-1.371,-1.377,1.801,2.909,0.937,212.559,1.377,112.558,45.549,-2.259,-0.173,-0.524,-5.082,-1.58,0.52,0.594,100.819,10.85,120.095,99.1,10.429,141861.832,98.3,-0.301,94.1,-5.446,-22.591,5.955,0.137,-17.455,-10.297,1.567,49.63,49.088
Oct-11,853901,96.335,204.285,178.01,4821922.233,5572823.204,10394745.44,2.122,2.677,2.42,0.866,2.503,1.968,-2.277,-2.006,1.909,3.211,1.152,226.082,1.371,113.106,39.37,-1.805,-0.645,-0.565,-4.01,-1.48,0.574,0.658,99.848,11.42,115.688,98.8,10.532,141802.059,98.7,-0.432,93.3,-5.461,-23.069,6.504,0.138,-18.543,-12.496,1.461,46.565,46.453
Nov-11,856167,96.542,204.673,178.194,4813580.787,5575069.091,10388649.88,2.15,2.715,2.453,1.041,2.91,2.35,-4.358,-3.702,1.844,3.886,1.242,219.192,1.356,112.564,40.287,-1.716,0.035,-0.633,-4.671,-1.59,0.566,0.643,105.405,11.32,106.321,99.1,10.677,141696.22,98.1,-0.461,92.6,-7.144,-22.777,6.735,-0.116,-17.664,-13.322,0.022,45.685,46.957
Dec-11,853434,96.633,205.03,178.641,4791862.031,5573987.486,10365849.52,2.292,2.743,2.535,1.059,2.667,2.09,-6.125,-2.406,2.335,3.984,1.216,222.172,1.318,110.74,33.261,-1.47,0.95,-0.475,-4.691,-1.28,0.458,0.457,104.23,11.53,104.237,98.5,10.804,141613.111,98.2,-0.49,91,-7.588,-23.701,7.248,-0.128,-18.571,-15.043,-2.089,47.109,48.275
Jan-12,850173,97.062,205.879,179.269,4790217.319,5586172.921,10376390.24,2.319,3.045,2.71,0.919,2.684,2.069,-7.683,-2.059,2.67,4.08,0.977,233.423,1.29,108.405,27.786,-1.017,1.28,-0.342,-3.225,-1.06,0.474,0.429,107.075,11.45,105.725,97.7,10.843,141568.582,97.7,-0.433,91.4,-6.831,-23.235,5.63,-0.06,-18.934,-15.362,-2.55,50.422,50.438
Feb-12,853997,97.347,206.171,180.094,4783719.101,5585725.921,10369445.02,2.417,3.204,2.841,0.629,2.698,2.068,-9.813,-3.873,2.702,3.828,0.931,247.243,1.322,108.852,24.936,-0.797,0.999,-0.253,-2.509,-0.95,0.379,0.363,112.688,11.12,107.848,98.4,10.996,141396.34,97.3,-0.309,91.9,-6.693,-21.967,6.199,-0.092,-18.054,-13.629,-1.901,50.331,49.31
Mar-12,853791,97.658,207.397,181.382,4774526.279,5587016.343,10361542.62,2.499,3.302,2.932,0.474,2.424,1.784,-2.838,-0.484,2.613,3.528,0.752,250.731,1.32,109.088,22.433,-0.861,0.908,-0.208,-1.919,-0.93,0.347,0.328,117.785,11.97,106.464,98.2,11.173,141269.967,98.2,-0.234,92.7,-7.409,-22.208,5.81,-0.15,-16.86,-11.772,-0.883,48.729,49.051
Apr-12,849004,97.908,206.356,180.826,4780706.713,5587479.594,10368186.31,2.599,3.358,3.008,0.52,2.637,2.013,1.691,1.177,2.446,3.558,0.627,235.039,1.316,108.884,27.098,-1.113,1.29,-0.228,-1.96,-1.04,0.353,0.311,113.666,11.42,106.256,97.4,11.278,141247.731,96.6,-0.184,91.8,-7.75,-22.676,5.853,-0.221,-18.047,-10.442,-1.784,46.14,46.651
May-12,853838,97.806,208.17,181.535,4775672.819,5586886.072,10362558.89,2.643,3.37,3.035,0.949,2.842,2.261,1.755,1.266,2.413,3.575,0.608,221.889,1.279,107.654,31.272,-1.466,2.035,-0.231,-2.242,-1.07,0.34,0.266,104.086,11.64,104.598,98.3,11.341,141269.223,97.2,-0.248,90.1,-9.425,-23.553,6.403,-0.399,-18.443,-16.37,-3.04,44.601,46.025
Jun-12,848304,97.797,209.215,182.023,4766286.253,5584810.828,10351097.08,2.619,3.278,2.975,0.775,2.747,2.187,1.282,0.959,2.191,3.598,0.592,216.184,1.253,106.969,30.318,-1.121,1.866,-0.254,-1.812,-0.98,0.39,0.369,90.728,11.49,98.814,97.4,11.434,141194.977,97.6,-0.427,90,-9.827,-23.533,6.303,-0.411,-18.401,-13.411,-4.536,44.746,46.389
Jul-12,848502,97.999,211.918,182.928,4773500.569,5584741.294,10358241.86,2.673,3.398,3.064,0.439,2.751,2.187,1.335,0.991,2.254,3.593,0.519,226.458,1.229,104.833,24.665,-0.604,2.873,-0.096,-1.61,-0.58,0.398,0.402,96.754,11.13,97.546,97.7,11.484,141173.031,97.4,-0.542,88.2,-11.385,-24.337,8.011,-0.581,-18.669,-15.307,-5.629,43.44,46.511
Aug-12,854290,98.335,213.496,182.965,4766198.985,5583919.072,10350118.06,2.712,3.511,3.143,0.348,2.677,2.133,1.339,0.942,2.491,3.559,0.401,240.541,1.24,104.824,24.228,-0.473,2.282,-0.041,-0.83,-0.55,0.329,0.286,105.274,11.18,95.744,98.4,11.526,140993.367,97.1,-0.56,87.3,-11.808,-25.692,7.934,-0.524,-19.351,-16.735,-6.839,44.384,46.344
Sep-12,845706,98.606,214.62,183.439,4747595.052,5582631.623,10330226.67,2.778,3.53,3.184,0.262,2.171,1.678,1.103,0.91,2.483,3.361,0.275,250.121,1.286,107.164,22.601,-0.491,1.953,-0.014,-0.203,-0.53,0.268,0.16,106.285,11.08,98.137,96.6,11.655,140914.2,96.4,-0.492,86,-12.146,-26.091,6.753,-0.615,-21.02,-18.539,-8.389,45.878,46.065
Oct-12,846574,98.754,216.622,184.664,4739366.959,5585018.626,10324385.59,2.831,3.518,3.202,0.254,2.098,1.655,1,0.815,2.333,3.194,0.248,248.688,1.297,107.764,21.844,-0.436,1.757,-0.004,-0.068,-0.52,0.229,0.121,103.408,11.58,98.638,95.8,11.821,140807.492,96.1,-0.35,85.2,-14.745,-28.072,8.11,-0.917,-20.477,-16.947,-7.475,45.008,45.721
Nov-12,844107,98.679,217.589,184.773,4732123.187,5585508.788,10317631.98,2.822,3.485,3.181,0.289,2.055,1.659,1.036,0.754,2.305,3.109,0.223,248.731,1.283,107.203,20.132,-0.214,1.786,-0.002,0.145,-0.41,0.164,0.122,101.174,11.83,97.212,95.1,11.943,140518.773,95.6,-0.294,86.4,-12.659,-28.597,6.652,-0.785,-20.705,-14.756,-7.683,46.124,46.549
Dec-12,846582,98.774,218.857,185.079,4718248.969,5581991.614,10300240.58,2.831,3.435,3.158,0.299,1.914,1.55,1.058,0.77,2.152,2.864,0.18,259.669,1.312,108.772,17.194,-0.124,1.472,0.019,0.212,-0.38,0.102,0.046,101.194,11.79,99.1,95.6,11.979,140371.018,96.3,-0.311,86.6,-11.749,-28.539,6.156,-0.74,-21.446,-17.46,-6.991,45.981,47.25
Jan-13,841871,98.999,219.17,185.339,4707345.873,5583002.414,10290348.29,2.811,3.428,3.146,0.336,2.188,1.818,1.488,1.083,2.152,2.821,0.174,269.139,1.329,110.281,16.079,-0.295,0.442,-0.081,0.541,-0.63,0.119,0.03,105.1,11.87,99.461,95.2,12.174,140131.051,95.7,-0.316,88.4,-11.39,-25.779,5.385,-0.739,-19.787,-16.476,-5.424,48.712,48.645
Feb-13,841130,99.135,220.652,185.526,4705249.25,5579741.041,10284990.29,2.761,3.418,3.117,0.243,2.635,2.264,1.756,1.451,2.126,2.932,0.198,264.684,1.336,111.406,19.901,-0.085,1.132,0.014,0.123,-0.51,0.115,0.118,107.637,11.77,97.21,95.3,12.178,140106.935,95.7,-0.256,88.9,-9.435,-25.358,5.976,-0.548,-19.426,-17.028,-6.09,47.801,47.851
Mar-13,845452,99.275,221.783,185.839,4697542.046,5578043.12,10275585.17,2.774,3.405,3.117,0.239,2.822,2.483,2.01,1.69,2.101,2.801,0.21,270.777,1.296,109.615,19.306,0.021,1.646,0.071,0.005,-0.42,0.107,0.123,102.523,11.87,95.189,96.4,12.185,140043.955,96,-0.204,88.9,-10.127,-25.407,5.608,-0.669,-19.307,-18.297,-5.968,46.713,46.456
Apr-13,846043,99.181,223.713,186.378,4675582.835,5576842.459,10252425.29,2.815,3.374,3.119,0.255,2.646,2.327,1.984,1.688,2.011,2.569,0.213,265.937,1.303,109.796,20.381,0.128,1.348,0.157,0.271,-0.33,0.113,0.119,98.852,12.88,94.445,96.6,12.184,140207.295,95.6,-0.217,88,-11.252,-25.781,6.077,-0.772,-18.602,-19.584,-8.045,46.545,46.88
May-13,847045,99.218,224.868,186.603,4658099.699,5574053.13,10232152.83,2.792,3.334,3.087,0.222,2.484,2.202,1.925,1.642,2,2.47,0.211,280.177,1.298,109.978,17.668,0.198,0.968,0.146,0.336,-0.43,0.062,0.031,99.367,12.29,94.997,96.8,12.15,140220.955,96.5,-0.292,88.5,-10.359,-26.728,6.132,-0.589,-19.386,-16.883,-6.623,48.79,47.677
Jun-13,849014,99.359,224.866,186.263,4638259.403,5569680.183,10207939.59,2.705,3.27,3.014,0.267,2.861,2.564,2.016,1.653,2.088,2.828,0.192,268.271,1.319,112.046,21.901,-0.391,0.466,0.02,0.082,-0.78,0.075,0.061,99.743,11.92,95.142,96.8,12.09,140365.583,95.8,-0.307,89.8,-8.853,-26.72,6.317,-0.424,-18.472,-13.722,-5.065,49.838,48.708
Jul-13,846974,99.517,226.363,186.58,4625016.664,5570347.513,10195364.18,2.768,3.269,3.042,0.242,2.88,2.576,2.06,1.824,2.173,2.855,0.227,272.361,1.308,112.04,19.405,-0.012,0.217,0.039,0.201,-0.76,0.06,0.088,105.258,11.6,92.92,96,12.043,140372.084,96.5,-0.232,90.7,-8.361,-26.81,6.231,-0.377,-17.524,-13.404,-3.826,52.301,50.485
Aug-13,850956,99.582,228.038,187.119,4615056.673,5570785.237,10185841.91,2.703,3.293,3.026,0.132,2.871,2.554,2.058,1.845,2.221,2.907,0.217,284.219,1.331,113.507,18.539,-0.162,0.019,0.037,0.045,-0.84,0.042,0.012,108.158,11.64,94.163,96.4,12.013,140400.325,96.6,-0.073,93.2,-5.584,-25.37,5.533,-0.061,-16.177,-10.023,-1.568,53.383,51.457
