TIME,RGDP,HICP,M1,M3,LONFC,LOHH,LONFPS,CRNFPS,M12GDP,M32GDP,LONFC2GDP,LOHH2GDP,LONFPS2GDP,CRNFPS2GDP,LRNFCSPR,LRHHSPR,LRNFPSSPR,CRSPR,YC3M,YC1Y,YC2Y,YC3Y,YC2YW,YCEONIA,EATEDSPR,STP,HP,USDEUROXRATE,NEER,VSTOXX,FCIBME,FCIVAR,FCIIPA,FCIBBG,FCIGS,CISS,CISSnew,SRI,FC,OILPUSD,GAPPEURUSD,RAWMATPUSD,IP,UR,EMPL,RETTRADE,EUROCOIN,ESI,INDCONF,CSTRCONF,STOASSESS,BCI,CONCONF,RETCONF,SERVCONF,PMIMAN,PMICOMP,CAPUTILMANUF
1990Q1,1804547.17,58.65,23.45,29.57,1304063.315,1335500.397,2639563.712,4326.00,26.30,64.84,30.66,31.40,62.06,100.85,0.38,0.55,0.75,0.45,-0.14,,-0.25,-0.44,,,2.58,116.99,46.18,1.21,,,,,,,,0.13,0.04,0.139,0.848,19.39,2.82,59.33,81.79,7.91,125469.35,,,111.43,3.74,1.30,5.57,0.96,-2.59,1.74,,,,84.431
1990Q2,1812744.699,59.10,23.62,30.00,1347475.6,1368718.692,2716194.292,4423.00,26.01,64.59,31.10,31.59,62.68,101.29,1.03,1.55,1.52,0.43,0.41,,0.00,-0.36,,,2.08,120.23,47.35,1.22,,,,,,,,0.06,0.01,0.129,0.870,16.13,2.82,58.16,82.15,7.83,125780.17,,,110.13,2.21,0.09,5.60,0.78,-3.00,1.79,,,,84.525
1990Q3,1828762.717,59.71,24.14,30.65,1390924.156,1391283.918,2782208.074,4519.00,26.09,64.78,31.52,31.52,63.04,101.22,0.88,1.52,1.46,0.25,0.62,,0.08,-0.27,,,1.88,108.02,48.51,1.31,,,,,,,,0.09,0.07,0.047,0.819,25.42,2.82,57.75,82.33,7.77,125972.10,,,108.50,0.82,-0.64,5.50,0.56,-4.92,2.77,,,,85.055
1990Q4,1839905.609,60.53,24.45,31.30,1443163.891,1417421.638,2860585.53,4652.00,25.99,65.09,32.17,31.59,63.76,103.22,0.51,1.12,1.13,0.32,0.25,,0.07,-0.30,,,1.83,93.73,49.29,1.36,,,,,,,,0.09,0.09,0.107,0.658,30.57,2.82,57.99,82.54,7.76,126231.27,,,104.73,-1.81,-5.34,7.67,0.21,-7.48,2.70,,,,84.514
1991Q1,1852668.575,61.09,24.68,31.91,1483816.796,1443261.824,2927078.62,4737.00,25.68,64.95,32.37,31.48,63.85,102.50,0.52,1.12,1.04,0.48,-0.31,,-0.11,-0.36,,,1.69,96.94,50.52,1.31,,,,,,,,0.12,0.18,0.128,0.702,19.59,3.39,57.37,83.43,7.75,126408.96,,,97.83,-9.48,-8.99,10.51,-0.73,-9.41,-4.75,,,,83.168
1991Q2,1858127.745,61.63,24.89,32.40,1523730.035,1470745.728,2994475.762,4842.00,25.46,64.82,32.68,31.54,64.22,103.40,0.86,1.61,1.44,0.24,-0.20,,-0.07,-0.24,,,1.14,106.97,51.46,1.17,,,,,,,,0.06,0.04,0.101,0.740,18.41,3.38,59.21,82.62,7.81,126501.90,,,96.10,-10.99,-18.64,13.08,-0.93,-8.12,-4.39,,,,82.705
1991Q3,1856807.93,62.49,25.08,33.05,1560002.304,1495658.874,3055661.178,4958.00,25.35,65.32,33.05,31.68,64.73,103.78,0.83,1.56,1.38,0.50,-0.17,,-0.15,-0.30,,,1.07,104.12,52.23,1.20,,,,,,,,0.06,0.09,0.108,0.602,19.49,2.98,60.60,81.97,7.96,126562.60,,,93.83,-11.74,-18.46,13.82,-0.99,-10.63,-4.30,,,,81.842
1991Q4,1875276.01,63.05,25.29,33.72,1597126.001,1522168.361,3119294.362,5072.00,24.97,65.11,33.05,31.50,64.56,105.38,0.60,1.39,1.20,0.65,-0.62,,-0.30,-0.44,,,1.05,100.65,53.10,1.27,,,,,,,,0.08,0.04,0.044,0.568,19.99,2.70,59.63,82.89,8.09,126480.94,,,93.80,-12.49,-17.51,14.25,-1.02,-9.97,-3.30,,,,81.631
1992Q1,1903633.737,63.66,25.40,34.23,1624861.377,1548700.595,3173561.972,5179.00,24.49,64.54,32.84,31.30,64.15,105.07,0.51,1.13,0.97,0.73,-1.11,,-0.41,-0.46,,,1.07,106.41,53.72,1.25,,,,,,,,0.08,0.09,0.020,0.581,17.48,2.55,59.92,83.52,8.19,126277.38,,,92.63,-12.93,-19.54,14.32,-1.09,-10.73,-5.34,,,,81.130
1992Q2,1889058.123,64.23,25.75,35.04,1648652.792,1574199.658,3222852.45,5291.00,24.79,65.97,33.27,31.77,65.05,106.14,0.46,1.04,0.90,0.98,-1.14,,-0.51,-0.52,,,1.05,108.45,54.13,1.29,,,,,,,,0.06,0.05,0.014,0.517,19.66,2.49,61.64,82.33,8.41,125969.49,,,89.27,-14.83,-25.11,15.28,-1.25,-12.56,-12.04,,,,79.300
1992Q3,1882950.391,64.61,25.95,35.76,1680350.337,1604531.322,3284881.659,5387.00,24.85,66.97,33.73,32.21,65.94,106.36,-0.10,0.22,0.18,1.26,-1.75,,-0.80,-0.87,,,2.08,97.21,54.41,1.41,,,,,,,,0.12,0.22,-0.030,0.417,19.98,2.56,60.61,80.19,8.74,125286.22,,,83.67,-19.72,-29.98,17.67,-1.56,-13.82,-21.42,,,,78.901
1992Q4,1879997.124,65.13,26.45,36.39,1707072.086,1626877.124,3333949.21,5476.00,25.17,67.74,34.06,32.46,66.52,108.28,0.07,0.16,0.34,0.81,-1.21,,0.11,-0.08,,,2.25,96.52,54.65,1.24,,,,,,,,0.16,0.30,-0.075,0.352,18.97,2.64,59.99,78.90,9.07,124798.62,,,75.17,-27.53,-35.62,21.33,-2.17,-17.28,-23.18,,,,77.411
1993Q1,1867236.181,65.84,26.54,36.94,1711085.26,1649365.402,3360450.662,5590.00,25.09,68.30,33.91,32.69,66.60,109.24,0.03,0.29,0.30,0.47,-1.15,,0.29,0.27,,,2.24,106.22,54.84,1.20,74.21,,,,,,,0.09,0.11,-0.046,0.348,17.95,2.75,62.77,77.62,9.69,124474.91,,,72.53,-29.46,-36.95,22.91,-2.45,-18.81,-27.10,,,,76.254
1993Q2,1868577.027,66.35,26.90,37.61,1714806.393,1673026.088,3387832.481,5644.00,25.19,68.86,33.66,32.84,66.50,109.88,1.01,1.47,1.35,0.33,0.02,,0.68,0.62,,,1.30,110.69,55.33,1.21,76.11,,,,,,,0.06,0.02,-0.104,0.348,18.02,2.68,76.40,76.56,10.17,124034.72,,,73.43,-29.09,-37.98,23.88,-2.50,-17.81,-21.72,,,,76.075
1993Q3,1875509.769,66.86,27.27,37.99,1725011.582,1703482.141,3428493.722,5704.00,25.26,68.82,33.50,33.08,66.58,109.92,0.83,1.70,1.27,0.51,-0.14,,0.79,0.72,,,1.29,122.31,55.63,1.15,75.10,,,,,,,0.07,0.06,-0.060,0.410,16.23,2.64,77.91,76.57,10.52,123730.91,,,73.97,-27.16,-41.40,22.82,-2.30,-18.61,-20.44,,,,75.540
1993Q4,1881233.331,67.29,28.08,38.67,1724793.429,1734751.47,3459544.898,5765.00,25.76,69.37,33.17,33.36,66.53,110.91,0.94,1.64,1.31,0.53,-0.08,,0.72,0.76,,,1.04,130.63,55.91,1.13,76.84,,,,,,,0.05,0.01,-0.067,0.457,15.16,2.61,73.86,77.26,10.83,123490.47,,,79.30,-21.19,-38.60,18.12,-1.84,-18.44,-19.94,,,,75.967
1994Q1,1898714.444,67.86,28.83,39.15,1726789.681,1765973.103,3492762.784,5788.00,26.03,69.12,32.68,33.42,66.10,109.58,1.09,1.79,1.44,0.41,0.13,0.54,0.65,0.69,,,0.96,138.51,56.12,1.13,78.97,,,,,,,0.08,0.02,-0.094,0.467,13.84,2.40,71.64,78.25,11.01,123278.55,,,85.83,-14.56,-35.44,13.59,-1.20,-16.07,-20.57,,,,77.267
1994Q2,1910494.953,68.23,29.13,39.45,1728574.033,1795099.285,3523673.318,5833.00,25.97,68.76,32.30,33.54,65.84,109.68,1.52,2.40,1.97,0.13,1.49,1.42,1.12,0.87,,,1.08,136.08,56.29,1.18,83.64,,,,,,,0.05,0.02,-0.121,0.378,16.18,2.36,78.92,80.06,11.09,123351.02,,,94.43,-7.78,-31.24,10.12,-0.53,-10.23,-19.56,,,,78.278
1994Q3,1922525.766,68.70,29.39,39.67,1741064.899,1825769.176,3566834.075,5896.00,25.84,68.20,32.09,33.65,65.74,109.09,1.56,2.78,2.19,0.10,2.35,1.68,1.29,0.92,,,1.37,131.92,56.55,1.22,87.63,,,,,,,0.05,0.02,-0.154,0.302,17.03,2.45,79.89,80.80,10.97,123437.30,,,100.60,-2.64,-25.28,6.26,-0.06,-7.89,-17.22,,,,79.593
1994Q4,1938616.794,69.09,29.56,39.85,1736676.058,1858198.559,3594874.617,6002.00,25.60,67.49,31.53,33.73,65.26,110.26,1.65,3.04,2.37,0.10,2.63,1.81,1.38,0.89,,,1.23,127.29,56.64,1.24,89.14,,,,,,,0.05,0.03,-0.142,0.226,16.50,2.56,75.39,82.71,10.98,123511.36,,,104.43,2.55,-21.91,4.15,0.51,-7.71,-18.11,,,,80.630
1995Q1,1949197.785,69.62,29.69,40.10,1777595.77,1895017.765,3672613.535,6040.00,25.38,67.03,31.86,33.96,65.82,109.09,1.23,2.70,1.99,0.20,2.38,1.59,1.58,1.16,,,1.83,124.88,56.87,1.29,92.06,,,,,,,0.03,0.03,-0.213,0.246,17.22,2.66,77.51,83.00,10.84,124246.45,83.76,,103.57,2.96,-25.58,3.62,0.74,-8.65,-18.31,,,,81.426
1995Q2,1960748.777,70.06,29.94,40.50,1799222.657,1921221.607,3720444.264,6127.00,25.21,66.71,31.77,33.92,65.69,109.63,1.06,2.05,1.57,0.12,1.79,1.56,1.73,1.34,,,2.54,128.84,57.04,1.34,94.49,,,,,,,0.03,0.04,-0.197,0.306,18.14,2.72,78.24,83.33,10.76,124420.58,84.28,,104.70,-0.32,-29.16,5.83,0.53,-7.70,-20.45,19.69,,,81.989
1995Q3,1965617.594,70.45,30.31,41.06,1813365.44,1949704.216,3763069.656,6185.00,25.26,66.90,31.68,34.06,65.73,108.94,1.31,2.35,1.85,-0.03,1.82,1.65,1.84,1.49,,,2.29,135.08,57.41,1.32,95.16,,,,,,,0.04,0.01,-0.165,0.414,16.46,2.79,72.00,83.20,10.89,124532.33,84.60,,102.37,-4.67,-30.49,9.43,0.10,-8.57,-16.51,20.12,,,81.927
1995Q4,1972048.348,70.83,30.88,41.76,1831370.651,1988604.024,3819974.675,6214.00,25.51,67.45,31.71,34.43,66.14,108.86,1.05,2.02,1.55,-0.26,1.65,1.69,2.11,1.83,,,2.49,133.31,57.59,1.32,96.48,,,,,,,0.04,0.01,-0.205,0.431,16.91,2.74,72.56,82.94,10.97,124670.69,84.04,,96.87,-8.78,-33.68,12.75,-0.33,-10.91,-22.71,14.08,,,81.481
